video_name,frame_number,filename,split,path,width,height
clip_14_not_out,95,clip_14_not_out_frame000095.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_14_not_out_frame000095.jpg,1280,720
clip_14_not_out,100,clip_14_not_out_frame000100.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_14_not_out_frame000100.jpg,1280,720
clip_14_not_out,105,clip_14_not_out_frame000105.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_14_not_out_frame000105.jpg,1280,720
clip_14_not_out,110,clip_14_not_out_frame000110.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_14_not_out_frame000110.jpg,1280,720
clip_14_not_out,115,clip_14_not_out_frame000115.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_14_not_out_frame000115.jpg,1280,720
clip_14_not_out,120,clip_14_not_out_frame000120.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_14_not_out_frame000120.jpg,1280,720
clip_14_not_out,125,clip_14_not_out_frame000125.jpg,test,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/test/clip_14_not_out_frame000125.jpg,1280,720
clip_14_not_out,130,clip_14_not_out_frame000130.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_14_not_out_frame000130.jpg,1280,720
clip_14_not_out,135,clip_14_not_out_frame000135.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_14_not_out_frame000135.jpg,1280,720
clip_14_not_out,140,clip_14_not_out_frame000140.jpg,test,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/test/clip_14_not_out_frame000140.jpg,1280,720
clip_14_not_out,145,clip_14_not_out_frame000145.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_14_not_out_frame000145.jpg,1280,720
clip_14_not_out,150,clip_14_not_out_frame000150.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_14_not_out_frame000150.jpg,1280,720
clip_08_not_out,5,clip_08_not_out_frame000005.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_08_not_out_frame000005.jpg,1280,720
clip_08_not_out,10,clip_08_not_out_frame000010.jpg,val,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/val/clip_08_not_out_frame000010.jpg,1280,720
clip_08_not_out,15,clip_08_not_out_frame000015.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_08_not_out_frame000015.jpg,1280,720
clip_08_not_out,20,clip_08_not_out_frame000020.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_08_not_out_frame000020.jpg,1280,720
clip_08_not_out,25,clip_08_not_out_frame000025.jpg,val,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/val/clip_08_not_out_frame000025.jpg,1280,720
clip_08_not_out,30,clip_08_not_out_frame000030.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_08_not_out_frame000030.jpg,1280,720
clip_08_not_out,35,clip_08_not_out_frame000035.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_08_not_out_frame000035.jpg,1280,720
clip_08_not_out,40,clip_08_not_out_frame000040.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_08_not_out_frame000040.jpg,1280,720
clip_08_not_out,45,clip_08_not_out_frame000045.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_08_not_out_frame000045.jpg,1280,720
clip_08_not_out,50,clip_08_not_out_frame000050.jpg,train,/content/drive/MyDrive/LBW_Project/ball_stump_dataset/images/train/clip_08_not_out_frame000050.jpg,1280,720
